bowler,style
Adnan Butt,Pace
NP Rodrigo,Pace
Amit Kumar,Pace
LC Boylan,Pace
NO Priestley,Pace
VC Ahir,Pace
Prajna Jagdeesha,Pace
LR Gaonkar,Pace
Waqas Akram,Pace
Muhammad Hashim,Pace
JL Bhimji,Pace
Kruthik Hanagavadi,Pace
A Saraan,Pace
SP Tari,Pace
KVN Nirmal,Pace
C Munoz-Mills,Spin
Nasir Iqbal,Pace
H Elder,Pace
JAH Marshall,Pace
KLG Li,Pace
Manik Gupta,Pace
NS Perera,Pace
US Hathinjar,Pace
LM Sims,Pace
M Durdevac,Pace
M Brasier,Pace
JF Jimenez,Pace
S Jones,Pace
Muhammet Kursat,Pace
Suleman,Pace
Lalrempuia,Pace
K Nanno,Pace
WT Mashinge,Pace
S Gulecha,Pace
NN Sen Chowdhary,Pace
CJ Delany,Pace
T Yotharat,Pace
AS Wikman,Pace
M Kandanala,Pace
AH Thomson,Pace
Mohammad Rizlan,Pace
Arpit Vasavada,Spin
Muhammad Amin,Pace
CP Jack,Pace
P Neighbour,Pace
Niaz Ali,Pace
Harjit Singh,Spin
N Kayani,Pace
Anoop Orsu,Pace
IPC Patel,Pace
Omar Imtiaz,Pace
J Charles,Pace
PG Tulloch,Pace
Jandu Hamoud,Spin
Rameez Shahzad,Spin
LW Potthoff,Pace
Irfan Khan,Pace
Mansi Parmar,Pace
H Khuttan,Pace
Tehseen Hassan,Pace
IS Mananelage,Pace
CR Pagydyala,Pace
Sukhkaran Sahi,Pace
PPS Win,Pace
Wang Zihao,Pace
AA Onikoyi,Pace
MO Kain,Pace
TA Dudnath,Pace
I Quee,Pace
Asif Javed,Pace
S Burger,Pace
Rabia Sahan,Pace
M Ndhambi,Pace
K Kisova,Pace
AB Mengoumou,Pace
Karthik Pillai,Pace
Florencia Martinez,Pace
KD Jayawant,Pace
I Rodriguez,Pace
Mohammad Irfan (5),Pace
FC Plaatjies,Pace
Amos Rai,Pace
Ankit Dubey,Pace
I Master,Pace
SAN Anjum,Pace
CN Whyte,Pace
Kaung Htet Kyaw,Pace
Davion Codner,Pace
Nur Alya Batrisyia,Pace
SF Nhavotso,Pace
TW Samuels,Pace
DW Sayer,Pace
TC Knight,Pace
Nayab Razwan,Pace
Fazle Mahmud,Spin
A Tissera,Pace
B Kalki Kumar,Pace
Nazmul Hossain Milon,Pace
N Joshi,Pace
NA Plane,Pace
Ankit Dabas,Spin
Abdul Salman Khan,Pace
JH Patel,Spin
LD Chukkapalli-Llinares,Pace
Amaya Rajapaksha,Pace
SRM Arachichige,Pace
S Pakhrin,Pace
C Roberts,Pace
K Withanapathirana,Pace
NN Bhute,Pace
M Gherasim,Pace
M Batnasan,Pace
Shahzad Umran,Pace
M van Jaarsveld,Pace
MS Firbank,Pace
E Samson,Pace
VS Yeligati,Pace
Ashish Rana,Pace
Neelambuj Vats,Pace
RE Francis,Pace
MIW van den Raad,Pace
JC Cullen,Pace
Adnan Ilyas,Pace
Asif Mahmood,Pace
D Dhapola,Pace
S Draunivudi,Pace
NK Crafton,Pace
J Bartholemew,Pace
AEMP Durayalage,Pace
K Makwana,Pace
Rinzing Bhutia,Pace
Achit Shigwan,Pace
JJ Athanaze,Pace
Ishara Perera,Pace
Zeeshan Zameer,Pace
A Kuthalingham,Pace
P Desungnoen,Pace
Ahmed Jamaal,Pace
PG Wintz,Pace
Jagmeet Singh,Pace
SW Kinyua,Pace
R Thakur,Pace
AA Rao,Pace
D Khanal,Pace
Manan Ali,Spin
AS Karambelkar,Pace
J Allen,Spin
HA Daluwatta,Pace
Vipul Krishna,Pace
BJ Horne,Pace
VK Singh,Pace
J Yon,Pace
R Kassim,Pace
Sunny Gupta,Pace
D Fallins,Spin
S Franklin,Pace
OS Dlamini,Pace
LC Ngoepe,Pace
PM Sarvesh Kumar,Pace
O Duff,Pace
M Gqadushe,Pace
RV Viraj,Pace
FH Catherwood,Pace
MG Kariata,Pace
R Cunningham,Pace
C Zhuwao,Spin
Amit Kuila,Pace
BM Devchand,Pace
Prasad Anish,Pace
MDT Kamini,Pace
AZ Shah,Pace
K Subramanian,Pace
M du Preez,Pace
JN du Plooy,Pace
ND McKenzie,Pace
Lone Nasir Muzaffar,Pace
Mohammad Boota,Pace
Rithika Rajith,Pace
KS Velani,Pace
Amit Uniyal,Pace
Shamsur Rahman,Pace
Iqbal Hossain,Pace
Pramod Chandila,Spin
JA Bird,Pace
IA Robertson,Pace
PVSS Raja,Pace
MJ Suthar,Pace
C Milner,Pace
Muzammil Shahzad,Spin
MD du Preez,Pace
Samarth Shetty,Pace
Waqar Khan,Pace
AJ Mosca,Pace
Yasser Nazir,Pace
AB Fudadin,Pace
Suraj Kashyap,Pace
B Wheeler-Greenall,Spin
AN Cook,Pace
S Modgil,Pace
P Sapesa,Pace
BG Compton,Pace
C Sawad,Pace
Asif Iqbal,Pace
N Konchan,Pace
GM Strydom,Pace
Sunil Roul,Pace
CG Blakely,Pace
M Shahrukh Khan,Pace
K Brazell,Pace
Mirza Yaqoob,Pace
AAH Bhikari,Pace
O Bryan,Pace
Vishaul Singh,Pace
Muhammad Zohaib,Pace
Hitesh Kadam,Pace
SB Keerthana,Pace
AG Jungade,Pace
Bandeep Singh,Pace
V Chandu,Pace
Shubham Sharma,Pace
MDJ Walker,Pace
Zahid Abbas,Pace
Salman Faris,Pace
K Patel,Spin
Sheila Shamte,Pace
AL Kerrison,Pace
S Nhlebela,Spin
SC Das,Pace
Rahim Khan,Spin
HM Crawshaw,Pace
L Vuadreu,Pace
H Sharma,Spin
T Zotos,Pace
L Vincent,Pace
AISD Kainoco,Pace
Rewina Mohammad,Pace
MA Khote,Pace
Satender Thakran,Pace
J Kann,Pace
TK Parkes,Pace
JN Duckett,Pace
FY Fazal,Pace
Jiaping Li,Pace
Suresh Kumar,Pace
L Ronchi,Pace
E Windsor,Pace
E Masuku,Pace
R Nimantha,Pace
DB Ravi Teja,Pace
Mughavi Wotsa,Pace
S Daniel,Spin
R Pillai,Pace
D Claxton,Pace
Emmanuella Nyaaba,Pace
M Mvula,Pace
JM Polarouthu,Pace
Imran Patel,Pace
V Balakrishnan,Pace
Sakib Hussain,Pace
Awad Khan,Pace
Bibina Baby,Pace
M Malle,Pace
G Chilia,Pace
PAS McSween,Pace
N Smith,Pace
P Hingorani,Pace
M Veringmeier,Pace
Abhishek Yadav,Pace
SK Sonpethkar,Pace
DMML Disanayaka,Pace
Y Sera,Pace
PVSN Raju,Pace
Adnan Syed,Pace
O Porter,Pace
Rommel Shahzad,Spin
OJ Herrington,Pace
Gurpreet Singh,Pace
JM Joao,Pace
Hina Hussain,Pace
S Basharat,Pace
M Gill,Pace
Jinseup Park,Pace
E Moiane,Pace
T Dempsey,Pace
Afida Afthab,Pace
Tipu Sultan,Pace
Shan Siddiqui,Pace
Guillermo Aburto,Pace
D Sutherland,Pace
Yebin Ka,Pace
T Wang Ling,Pace
Wania Malik,Pace
S Ramakrishnan,Pace
CC Alexander,Pace
A Le Ray,Pace
Komalpreet Grewal,Pace
S Lundell,Pace
SJ Myburgh,Pace
S Jeelany,Pace
S Carrington,Spin
A Genford,Pace
KU Carty,Pace
AD Diwan Ali,Pace
JA Miranda,Pace
L Hornby-Wheeler,Pace
Azri Azhar,Pace
I Maraj,Pace
Hashir Hussain,Pace
O Kgeresi,Pace
Raghav Dhawan,Pace
D Jamyansuren,Pace
Ayesha Zafar,Spin
T Mpandakwaya,Pace
J Giyanani,Pace
Ihsan Ullah,Pace
J Santhanam,Pace
Mahmud Jasat,Pace
RH McNeill,Pace
Surendra Malviya,Pace
CR Kumarage,Pace
Noman Naeem,Pace
V Shaw,Pace
C Archibald,Pace
E Hughes,Pace
Emily Sirs,Pace
LHB Harrington-Myers,Pace
Parivesh Dhar,Pace
KA Edwards,Pace
G Bruno,Pace
Ilyas Cetin,Pace
Khadija Imtiaz,Pace
MK Gohal,Pace
S Malwatta,Pace
Maira Saleem,Pace
Anunay Singh,Pace
Mehak Thakur,Pace
N Kakor,Pace
Inyeong Oh,Pace
K Saesong,Pace
B Schuster,Pace
Marimuthu Vikneshwaran,Pace
ARB Singh,Pace
E Larosa,Spin
HW Rambaldo,Pace
Ravinderpal Singh,Pace
JMJ Lynn,Pace
S Smith,Spin
JL Clare,Pace
Hammadullah Khan,Pace
Henry Renthlei,Pace
LC Romero,Pace
TDA Henry,Pace
SD Bates,Pace
Vikas Mishra,Pace
Akash Luitel,Pace
Muhammad Sadique,Pace
A Panwar,Pace
T Filer,Pace
J Ulrik,Pace
R Brar,Pace
D Sigera,Pace
Chinyenum George,Pace
Sabah Nawab,Pace
Ajay Yadav,Pace
Ahram Jeong,Pace
A Bidari,Pace
S Htet Wai,Pace
C Lenyatsa,Pace
JH Kiani,Pace
Mohamed Shiyam,Pace
Mudassar Ali,Spin
M Nanayakkara,Pace
Yousuf Ali,Pace
S Rokuad,Pace
MMA Jonkman,Pace
Rizwan Ahmed,Pace
Y Razpurker,Pace
Kyshona A Knight,Pace
Yash Talati,Pace
J Newland,Pace
K Marasini,Pace
Haris Karim,Pace
L Greig,Pace
Mohammad Saif,Pace
SS Sarkar,Pace
Trishank Gupta,Pace
AM Hicks,Pace
Abdul Jalali,Pace
S Pai,Pace
S Willemse,Pace
Lagnajit Samal,Pace
Subash Bhandari,Pace
Adnan Liaquat,Pace
Maryyam Ashraf,Pace
SB Pokharkar,Pace
Zhao Tianle,Pace
Riya Pradhan,Pace
BJ Jacobs,Pace
Lee Kangmin,Pace
ZB Ender,Pace
Syed Faridoun,Pace
CM Mbebe,Pace
A Sokovagone,Pace
Cynthia Konadu,Pace
M Shrestha,Pace
Mohammad Taha,Spin
Supun Kumara,Pace
Zikria Islam,Pace
A Leckey,Pace
Tasmia Rubab,Pace
Kim Rang,Pace
GA Harris,Pace
D Sanjeewa,Pace
CR Brown,Pace
A Dulara,Pace
H Madavi,Pace
TJ Stephenson,Pace
Ghayour Ahmad,Pace
Maruf Mridha,Pace
R Francis,Pace
Harshit Rathod,Pace
GG McFaul,Pace
Lee Jungwan,Pace
Mohamed Miuvaan,Pace
Bhima Rao,Pace
Joanne Hicks,Pace
K Kanwar,Pace
Sujit Yadav,Pace
Abdullah Qureshi,Pace
M Landsman,Pace
SK Burke,Pace
D Igihozo,Pace
Israr Khan,Pace
Shubman Gill,Spin
Kant Singh,Pace
Sharukh Dar,Pace
Nitesh Lohchab,Pace
Sidharth Sharma,Pace
T Hewa,Pace
T Verwey,Pace
E Batkhuyag,Pace
Mariam Waseem,Pace
HK Kukreja,Pace
Mahmad Data,Pace
Naveed Fakhr,Pace
WS Jayantha,Pace
DG Kumar,Pace
Mohammed Aslam,Spin
MS Silva,Pace
Bhavik Patel,Pace
Toni Chishi,Pace
WNK Wanniarachchi,Pace
Jogeswar Bhumij,Pace
Rahil Sambyal,Pace
B Herath,Pace
Mark Bawa,Pace
GI Gokoel,Pace
Kinaanath Ismail,Pace
Tashi Dorji,Pace
U Sofi,Pace
T Britton,Pace
J Carroll,Pace
Tanveer Iqbal,Pace
Vignesh Kannan,Pace
R Jaswal,Pace
T Anders,Pace
D Carey,Pace
Rohanat Doullah Borson,Pace
M Abin Mathew,Pace
FS Middleton,Pace
Shukhtara Rahman,Pace
Arshad Hayat,Pace
Qaisar Abbas,Pace
Dechen Zangmo,Pace
Ajay Pradhan,Pace
S Ashish,Pace
C Appel,Pace
EC Joyce,Pace
Arjit Gupta,Pace
Nongthombam Sarojkumar,Pace
Hem Chetri,Pace
S Kruger,Pace
Jubaid Ahamed,Pace
ST Williams,Pace
Niyas Nizar,Pace
T Marshall,Pace
Imrul Kayes,Pace
BJ Diamanti,Pace
DS Smith,Pace
JP Wood,Pace
CB Neale,Pace
Priyank Panchal,Pace
FH Allen,Pace
Aphsal Ashraf,Pace
J Dickinson,Pace
J Prodehl,Pace
P Karia,Pace
HM Chauhan,Pace
R Goyal,Spin
SSK Chaudhary,Pace
S Lackay,Pace
Jamaluddin Ahmed,Pace
PM Best,Pace
SN Swamy,Pace
EF Faalupega,Pace
S Vig,Pace
R Sandaruwan,Spin
Naeem Islam Jr.,Pace
CR Swan,Pace
Wang Jing,Pace
Zhong Wenyi,Pace
Umang Sharma,Pace
Shafiq Jan,Pace
D la Cock,Pace
ND Bills,Pace
Mangal Mahrour,Pace
Deepak Gohain,Pace
Manjinder Singh,Pace
JU Goolie,Pace
SN Pradhan,Pace
CG Osborne,Pace
SA Yadav,Pace
D Rabha,Pace
KPNM Karunanayake,Pace
Aamir Aziz,Pace
Mokbul Ahammed,Pace
Ravikant Singh,Pace
Rahmat Ali,Pace
Abdullah Bayoumy,Pace
Zia-ur-Rehman,Pace
K Roca,Pace
AS Taai,Pace
KS Gattepalli,Pace
J Butte,Pace
J Chialoufas,Pace
V Panwar,Pace
PY Lavine,Pace
MV Pithiya,Pace
LR Johnson,Pace
B Mejaro,Pace
N Ndouteng,Pace
Utkarsh Srivastava,Pace
DA Galia,Pace
DKAL Perera,Pace
Haseeb Khan,Pace
Ashutosh Singh,Pace
L Leemhuis,Pace
Amit Sinha,Pace
TAN Suranga,Pace
S Arachchige,Spin
S Solanki,Pace
Mohit Jain,Pace
E Thompson,Pace
Saeed Anwar,Pace
N Sindhu,Spin
Jaideep Bhambhu,Pace
Misbah-ul-Haq,Pace
JPR Lamsam,Pace
SD Pradhan,Pace
J Matchett,Pace
M Neville,Pace
AS Bedi,Pace
Vishal Jayswal,Pace
SK Rasheed,Pace
Yuvraj Chaudhary,Pace
P Deol,Pace
UT Khawaja,Pace
R Otim,Pace
L Alder,Spin
KL Pulford,Pace
Sameer Choudhary,Pace
Sooraj Rai,Pace
Zika Ali,Pace
Irfan Bhima,Pace
NS Sharma,Pace
RA Bawa,Pace
KI Fernando,Pace
IHM Modimokoane,Pace
IA Gidwani,Pace
Avneesh Sudha,Pace
L Kenton,Pace
D Ganga,Spin
M Manack,Pace
HS Liyanage,Pace
H Dyer,Pace
Akbar-ur-Rehman,Pace
HB Kayondo,Pace
R Claassen,Pace
SA Wisniewski,Pace
Amrit Lubana,Pace
SW Poynter,Pace
LM Edward,Pace
K Ramsaran,Pace
Tarun Yadav,Pace
Hassan Khan Mohammad,Pace
N Pauththuwadura,Pace
DM Kavinisseri,Pace
Chen Xinyu,Pace
DS Vlachopoulou,Pace
S Dokosobau,Pace
Mazharul Islam,Pace
D Staddon,Pace
H Dassanayake,Pace
JJ Wright,Pace
EJG Morgan,Pace
V Thari Thari,Pace
L Mophakedi,Pace
HM Nicholls,Pace
Dharmendra Manani,Pace
Sabreen Zaki,Pace
Khan Arbaaz,Pace
Imran Khan (2),Pace
Mustapha Suwareh,Pace
L Gharasim,Pace
Z Simpson,Pace
RS Abeywickrama,Pace
CH van Koolwijk,Pace
SV Yashasri,Pace
Naila Nazir,Pace
A Kanada,Pace
JG Kaur,Pace
MN Hyde,Pace
E Kuyumcu,Pace
E Ofem,Pace
K Ogawa,Pace
A Magdalenic,Pace
Manogaran Pooviarasan,Pace
R Joyce,Pace
MT Jacob,Pace
Ibrahim Rahimi,Pace
Ragupathy Silambarasan,Pace
K Govind,Pace
PJ te Beest,Pace
Mohammad Abdullah,Pace
NJM Salima,Pace
Towhid Hridoy,Spin
M Elikana,Pace
Minhajul Abedin Afridi,Spin
CJ Koski,Pace
LJ Barker,Pace
Myat Thu Aung,Pace
Iqbal Hossain Emon,Pace
Vivrant Sharma,Spin
Anowarul Islam,Pace
Karthik Jayaraj,Pace
K Thomson,Pace
Mahmudul Hasan Joy,Pace
K Sonavale,Pace
S Brunsgaard,Pace
DE Roache,Pace
RJ Montgomery,Pace
MR Montfort,Pace
Muhammad Shahzad,Pace
N Anand,Pace
D Pathmanathan,Pace
BYA Mendis,Pace
D Massil,Pace
T Pullman,Pace
Steven Ryan Taylor,Pace
GMK Jayaweera,Pace
H Niaz,Pace
Siddhesh Neral,Pace
KM Umair,Pace
Gurnoor Brar,Pace
MF Kendal,Pace
BP Kruger,Pace
A Sheridan,Pace
A Tagilala,Pace
AH Passi,Pace
M Walker,Pace
R Johnson,Pace
S Chinawa,Pace
Fida Hussain,Pace
AQM Yako,Pace
Navid Abdollahpour,Pace
Song Yangyang,Pace
NJ McGuire,Pace
Vaibhav Singh Panwar,Pace
MS Maker,Pace
M Kaswan,Pace
SSL Vithanage,Pace
Waleed Waqar,Pace
J Sonia,Pace
G Malla,Pace
DJ Mokoatsela,Pace
RR Naik,Pace
J Landsberg,Spin
A Iopu,Pace
Thae Thae Po,Pace
Adnan Shnwarei,Pace
CP Simpson,Pace
AP Richardson,Pace
G Fernando,Pace
Tenjin Rabgey,Pace
Shubham Pundir,Pace
T Motlhabaphuti,Pace
Thivagar Gopal,Pace
Sairaj Patil,Pace
Mohammad Waheed,Pace
Vishnu Vinod,Pace
DM Parwani,Pace
Robiul Khan,Pace
M Mete,Pace
S Weleilakeba,Pace
Prathamesh Dake,Pace
D Busingye,Pace
S Hongsi,Pace
Bastaki Fahad,Pace
G King,Pace
GS Ballance,Pace
JKC Ahir,Pace
K Saiteja,Pace
SKR Mallidi,Pace
Sangay Yangzom,Pace
Rashidatu Salia,Pace
SC Mucyo,Pace
Shaheryar Butt,Spin
TC Fell,Pace
G Gambhir,Spin
GL Walker,Pace
M Salum,Pace
A Mongar,Pace
SV Bahutule,Pace
E Millington,Pace
Sharif Asadullah,Pace
Shathira Jakir,Pace
Afif Khattak,Pace
Gaurav Kumar,Pace
Sadat Said,Pace
RP Varsani,Pace
GA Guy,Pace
J Souckova,Pace
Aminul Islam Chowdhury,Pace
Mohd Israr,Pace
Anamul Haque,Pace
Padam Limboo,Pace
S Sheridan,Pace
Mohammad Imran (2),Pace
Sohaibullah,Pace
Aaqib Khan,Pace
VA Naik,Pace
Reuben Lalhruaizela,Pace
Tashi Bhalla,Pace
NR Dhumal,Pace
M Manivannan,Pace
Imran ullah Gul,Pace
R Gibson,Pace
R Gnanaraj,Pace
AK Shukla,Pace
Ahmed Faiz,Pace
HMHE Parsons,Pace
P Rossouw,Pace
S Suarez,Pace
GEB Boyce,Pace
S Bellot,Pace
ST Evans,Pace
Ahmad Nasir,Pace
Ankitkar Jaiswal,Pace
S Rengarajan,Spin
M Heingo,Pace
AA Herwadkar,Pace
Kate Awuah,Pace
Y Saranonnakkun,Pace
S Kakai,Pace
Senash Fernando,Pace
D Dorji,Pace
AR Perez Rivero,Pace
KR Mahajan,Pace
AP Gillespie,Pace
D Samarawickrama,Pace
CNIM Joyce,Pace
BC Binch,Pace
T Smith,Pace
J Roper,Pace
Muhammad Saleem,Pace
Wenjing Yin,Pace
Langlonyamba Meitan Keishangbam,Pace
Pankaj Shaw,Pace
CAL Davis,Pace
Manali Dakshini,Pace
MC Kleinveldt,Pace
Mustafa Omer,Pace
Nazakat Ali,Pace
Khaled Khan,Pace
JA Simpson,Pace
Muhammad Naeem,Pace
PM Singh,Pace
SSM Stanislaus,Pace
Alex Carthew,Pace
Harprit Singh,Spin
Noor-ul-Amin,Pace
Emilia Toro,Pace
JT Manase,Pace
Smriti Anand,Pace
A Harrison,Pace
Ankit Manori,Pace
MB Parmar,Pace
R Patten,Pace
SS Eskinazi,Pace
RD Banik,Pace
KN Gabhane,Pace
A Dhar,Pace
Rajat Dey,Pace
OJR Groves,Pace
C Kauripeke,Pace
YK Ko Aung,Pace
RA Sharma,Pace
Rumeysa Alp,Pace
Shakerullah Safi,Pace
E Katchay,Pace
RW Sims,Pace
Y Konate,Pace
O Touray,Pace
Nipan Deka,Pace
K Mohale,Pace
RK Bhui,Pace
BM Dolley,Pace
Amantha Perera,Pace
Zeshan Arif,Spin
Razmal Shigiwal,Pace
Babul Kumar,Pace
AJ Parr-Thomson,Pace
LK Sharma,Pace
Mark Ingty,Pace
UB Singh,Pace
NH Naureen,Pace
CM Green,Pace
AD Hales,Pace
R Galgalikar,Pace
GK Singh,Pace
S Pitabeddara,Pace
HAG Madhushanka,Pace
F Choudary,Pace
AR Naidoo,Pace
Hitesh Yadav,Pace
Hmar Zothanchhunga,Pace
L Meyer,Pace
Ramanjot Singh,Pace
Aditya Garhwal,Spin
J Thinley,Pace
Ifran Hossain,Pace
K Nima,Pace
DL Maddy,Pace
BJ Patel,Pace
Afzal Faiz,Pace
KP Kakad,Pace
A Amado,Pace
Sahban Khan,Spin
R Ranasinghe,Pace
BG McDonald,Pace
SF Grobler,Pace
MK Patel,Pace
PR Veer,Pace
R Gamage,Pace
Muhammad Tahir,Pace
M Topping,Pace
L Banks,Spin
Muzamil Sherzad,Pace
Ashutosh Das,Pace
S Sunday,Pace
G Malkan,Pace
EF Beard,Pace
P Rawat,Pace
PR Rekhade,Pace
MK Mahale,Pace
R Sheshadri,Pace
APR Gidman,Pace
Irfan Sajid,Pace
Subham Nayak,Pace
H Min Jian,Pace
ME Leoela,Pace
AGH Orr,Pace
Irfan Sarfraz,Pace
LMG Masekela,Pace
BB Chari,Pace
Shubham Chaubey,Pace
Ambikeshwar Mishra,Pace
MJ Brewster,Pace
SA van Breda,Pace
G Burrows,Pace
DGD Maduwantha,Pace
S Fledermaus,Pace
Murtaza Yamin,Pace
M Smith,Pace
FS Crockwell,Pace
MS Sinclair,Pace
S Vithayathil,Pace
R Dianish,Pace
T Basile,Pace
G Kansonkho,Pace
B Popli,Pace
D Daesrath,Pace
SD Heazlett,Pace
P Dutta,Pace
S Gunasekera,Pace
KBAK Basnayake,Pace
JP King,Pace
S Rathnasuriya,Pace
NRD Compton,Pace
BS Dean,Pace
Ishan Jayaratne,Pace
Md Shafiqul Haque,Pace
Muhammad Ajmal,Pace
AA Barot,Pace
PBB Rajapaksa,Pace
Amir Mangal,Spin
JM Bredenkamp,Pace
PG Raut,Pace
TJ Bishop,Pace
Wei Haiting,Pace
Fahad Tariq,Pace
V Dhaka,Pace
S Jora,Pace
MT Herbert,Pace
A Shamshudeen,Pace
JP de Villiers,Pace
Baljinder Singh,Pace
L Rika,Pace
SJ Modani,Pace
WA Young,Pace
A Adey,Pace
Sarang Rawat,Pace
Ali Abdulla Popalzae,Pace
SH Ahmad,Pace
Talat Nadeem,Pace
B Punnaiah,Pace
B Aagri,Pace
S Lohani,Spin
N Stapleton,Pace
L Botha,Pace
Maaha Naseer,Pace
R Pratap Singh,Pace
S Newport,Pace
C Jonker,Pace
N Thailappan,Pace
SC Cook,Pace
H Pieterse,Pace
Nader Zahadiafzal,Pace
Naiem Bameri,Pace
Lalfakzuala Renthlei,Pace
IA Cockbain,Pace
CV Fernandes Torres,Pace
M Stoman,Pace
M Matobole,Pace
A Gianani,Pace
M Mumford,Pace
P Kurup,Pace
SL Clephane,Pace
W Jing Zhang,Pace
N Wadhera,Spin
Josh Brown,Pace
H Shreya,Pace
M Altankhuyag,Pace
H Sin Yee,Pace
S Khurana,Pace
M Mabvuka,Pace
Christina Baret,Pace
Matilda Fred,Pace
Inakato Zhimomi,Pace
Ayesha Hasan,Pace
GJ Bailey,Pace
Sarfraz Ahmed,Spin
F Walters,Pace
JRD Ngana,Pace
A Umetani,Pace
T Parima,Pace
MT Diaby,Pace
Rahima Yahaya,Pace
N Ihmeling,Pace
Purvi Kumari,Pace
RA Tappin,Pace
N Vichara,Pace
C Sudarsanan,Pace
Bhumeshswar Jagroo,Pace
A Charles,Pace
M Anyigo,Pace
A Sathyan,Pace
TG Gordon,Pace
XM Marshall,Pace
Pu Xianliang,Pace
Jagdeep Singh,Pace
Zou Kui,Pace
J Tugsjargal,Pace
Zara Haider,Pace
AL Tiwari,Pace
C Miles,Pace
I Siriwardanalage,Pace
KK Tillett,Pace
J Ogolla,Pace
JA Whelan,Pace
A Bagai,Pace
DES Maxwell,Pace
R Siwa,Pace
AS Nadkarni,Pace
B Shanti,Pace
MV Lehmann,Pace
NA Saini,Pace
CM Madsen,Pace
S Linden,Pace
Martina Quinn,Pace
A Dineshi,Pace
Pech Pisa,Pace
ZH Cheema,Pace
P Mujaji,Pace
Rinitha Rajith,Pace
SA Sathiya,Pace
S Raveendrakumar,Pace
L Cripps,Pace
S Forbes,Pace
D Wheatley,Pace
S Plaatjie,Pace
D Uwizeye,Pace
L Selemela,Pace
B Verdon,Pace
AB Apperley,Pace
Amir Butt,Pace
RD Penalba,Pace
A Sawyer,Pace
J Reb,Spin
IL Parks,Pace
V Pulibanti,Pace
AMN Andersen,Pace
RAH Pitchers,Pace
F Ndayisenga,Pace
Faiz Ahmed,Pace
RP Magar,Pace
I Katzarski,Pace
A Kanwal,Pace
Mohamed Rishwan,Pace
R Goodwin,Pace
AW Wambua,Pace
Rhyda Ofori,Pace
Alice Davis,Pace
Mubeen Tariq,Pace
Rabia Iqbal,Pace
MR Day,Pace
Oliver Rowe,Pace
RGA Amah,Pace
Mohammad Azab,Pace
OR Willis,Pace
D Doyle-Calle,Pace
G Ribeiro,Pace
Faizal Salehji,Pace
J Vijay,Pace
AM Kupito,Pace
T Kalosin,Pace
Aman Ali,Pace
KR Brown,Pace
NJ Qaeze,Pace
TRA Silva,Pace
I Koroma,Pace
Gaurav,Pace
Mohammad Ayaz,Pace
Fathimath Malha,Pace
H Ivanov,Pace
N Nankov,Spin
Habiba Islam,Pace
SA Chipolina,Pace
DS Rosier,Pace
S Lord,Pace
J Roberts,Pace
Shayan Khan,Spin
Jeon Myeong,Pace
Chirag Parmar,Pace
Nishat Sakib,Pace
S Akhil,Pace
S Vidyut,Pace
Johnson Singh,Pace
DK Sharma,Pace
T Skordili,Pace
B Freeman,Pace
Hassan Nasir,Pace
N Mokoena,Pace
Bazid Khan,Pace
S Samarawickrama,Pace
Jonty Sidhu,Pace
Subramanian Anand,Spin
RM Hill,Pace
P Mardi,Pace
DP Hernandez,Pace
Vipin Kumar,Pace
L Kooagile,Pace
H Gori,Pace
N Gnanapragasam,Pace
W Sanders,Pace
S McGiffin,Pace
V Romani,Pace
DK Jacobs,Pace
FJ Mpegna,Pace
M Jayphert,Pace
R Ralte,Pace
K Omala,Pace
A Sharafu,Pace
TAW Patterson,Pace
RS Dick,Pace
GE Edge,Pace
Shivani Sati,Pace
P Silas,Pace
K Kekez,Pace
O Whitehead,Pace
A Tripathi,Pace
CJ Borgas,Pace
R Clinton,Pace
A Learoyd,Pace
RH McDonald,Pace
Rhys Burinaga,Pace
Moazzam Imtiaz,Pace
A Stoilova,Pace
J Long,Pace
P Pathiraja,Pace
YD Gardharia,Pace
B Terbish,Pace
T Cross,Pace
JL Hollard,Pace
RS Williams,Pace
HC Overdijk,Pace
C Zhou,Pace
NJ Reardon,Pace
C Anayo,Pace
OJ Hairs,Pace
RR Saun,Pace
Simrah Mirza,Pace
D Vora,Pace
Joanna Child,Pace
T Chopel,Pace
TP Doropoulos,Pace
Talha Khan,Spin
A Bhargava,Pace
GT Hankins,Pace
MJ Lumb,Pace
Mickil Jaiswal,Pace
Lily Rani Biswas,Pace
Hiten Dalal,Pace
Vikrant Rajput,Pace
Prabesh Gurung,Pace
Franz Bur,Pace
Noorkhan Ahmedi,Pace
E Sanketh,Pace
C George,Pace
C Hill,Pace
Arshad Khan (2),Pace
B Bugingo,Pace
Sachin Ganpat Shinde,Pace
TWM Latham,Pace
Uzair Khan,Pace
S Aryal,Pace
Azan Baig,Pace
Mohammad Mithun,Pace
P Chakraborty,Pace
C Liebenberg,Pace
BC Molony,Pace
EG Cunningham,Pace
KJ McClure,Pace
D Adhikari,Pace
Nar Sarki,Pace
R Jones,Spin
M Bryant,Pace
PN Gamage,Pace
KL Short,Pace
J Dunn,Pace
T Kirk,Pace
SN Adams,Pace
B Sombatraksa,Pace
GI Maiden,Pace
Bilal Aftab,Pace
HH Dippenaar,Pace
S Khatiwada,Pace
RJ Balhara,Pace
H Perry,Pace
S Waskar,Pace
HM Omary,Pace
G Ingabire,Pace
Zia Shahzad,Spin
